id,title,abstract,tags
ashman2016mater,"Maternal diet during early childhood, but not pregnancy, predicts diet quality and fruit and vegetable acceptance in offspring","<jats:title>Abstract</jats:title><jats:p>Studies have identified prenatal flavour exposure as a determinant of taste preferences in infants; however, these studies have focused on relatively small samples and limited flavours. As many parents struggle with getting children to accept a variety of nutritious foods, a study of the factors influencing food acceptance is warranted. The objective of this study was to determine whether exposure to a wider variety of fruit and vegetables and overall higher diet quality <jats:italic>in utero</jats:italic> results in acceptance of a greater variety of these foods and better diet quality for offspring during childhood. This study is a secondary data analysis of pregnant women (<jats:italic>n</jats:italic> = 52) and their resulting offspring recruited for the <jats:styled-content style=""fixed-case"">W</jats:styled-content>omen and <jats:styled-content style=""fixed-case"">T</jats:styled-content>heir <jats:styled-content style=""fixed-case"">C</jats:styled-content>hildren's <jats:styled-content style=""fixed-case"">H</jats:styled-content>ealth study in <jats:styled-content style=""fixed-case"">NSW</jats:styled-content>, <jats:styled-content style=""fixed-case"">A</jats:styled-content>ustralia. Dietary intake of mothers and children was measured using food frequency questionnaires. Diet quality and vegetable and fruit variety were calculated using the <jats:styled-content style=""fixed-case"">A</jats:styled-content>ustralian <jats:styled-content style=""fixed-case"">R</jats:styled-content>ecommended <jats:styled-content style=""fixed-case"">F</jats:styled-content>ood <jats:styled-content style=""fixed-case"">S</jats:styled-content>core and the <jats:styled-content style=""fixed-case"">A</jats:styled-content>ustralian <jats:styled-content style=""fixed-case"">C</jats:styled-content>hild and <jats:styled-content style=""fixed-case"">A</jats:styled-content>dolescent <jats:styled-content style=""fixed-case"">R</jats:styled-content>ecommended <jats:styled-content style=""fixed-case"">F</jats:styled-content>ood <jats:styled-content style=""fixed-case"">S</jats:styled-content>core. Associations between maternal and child diet quality and variety were assessed using <jats:styled-content style=""fixed-case"">P</jats:styled-content>earson's correlations and the total effect of <jats:italic>in utero</jats:italic> maternal pregnancy diet on childhood diet was decomposed into direct and indirect effect using mediation analysis. Maternal pregnancy and post‐natal diet were both correlated with child diet for overall diet quality and fruit and vegetable variety (<jats:italic>P</jats:italic> &lt; 0.001). Mediation analyses showed that the indirect effect of maternal pregnancy diet on child diet was mediated through maternal post‐natal diet, particularly for fruit (<jats:italic>P</jats:italic> = 0.045) and vegetables (<jats:italic>P</jats:italic> = 0.055). Nutrition intervention should therefore be aimed at improving diet quality and variety in mothers with young children, in order to subsequently improve eating habits of offspring.</jats:p>","Adolescents, Diet Quality, Fruit And Vegetable Variety, Intervention Study, School Children"
atorkey2021clust,Clustering of multiple health-risk factors among vocational education students: A latent class analysis,"<jats:title>Abstract</jats:title>
<jats:p>Physical and mental health risks often commence during young adulthood. Vocational education institutions are an ideal setting for understanding how health-risks cluster together in students to develop holistic multiple health-risk interventions. This is the first study to examine clustering of tobacco smoking, fruit intake, vegetable intake, alcohol consumption, physical inactivity, overweight/obesity, depression, and anxiety in vocational education students and the socio-demographic characteristics associated with cluster membership. A cross-sectional survey with vocational education students (n = 1134, mean age = 24.3 years) in New South Wales, Australia. Latent class analysis identified clusters and latent class regression examined characteristics associated with clusters. Four clusters were identified. All clusters had moderate inadequate fruit intake and moderate overweight/obesity. Cluster 1 (13% of sample) had “high anxiety, high inadequate vegetable intake, low tobacco, and low alcohol use.” Cluster 2 (16% of sample) had “high tobacco smoking, high alcohol use, high anxiety, high depression, and high inadequate vegetable intake.” Cluster 3 (52% of sample) had “high risky alcohol use, high inadequate vegetable intake, low depression, low anxiety, low tobacco smoking, and low physical inactivity.” Cluster 4 (19% of sample) was a “lower risk cluster with high inadequate vegetable intake.” Compared to cluster 4, 16–25-year-olds and those experiencing financial stress were more likely to belong to clusters 1, 2, and 3. Interventions for vocational education students should address fruit and vegetable intake and overweight/obesity and recognize that tobacco use and risky alcohol use sometimes occurs in the context of mental health issues.</jats:p>","Adolescents, Mental Health, Obesity, Smoking Cessation, Substance Use"
austin2024bone,Bone mineral density and body composition in Australians following plant-based diets vs. regular meat diets,"<jats:sec><jats:title>Background and aims</jats:title><jats:p>Bone mineral density (BMD) and body composition play an important role in maintaining metabolic health and physical functioning. Plant-based diets (PBDs) are known to be lower in protein and calcium, which can impact BMD and body composition. This study aimed to investigate the relationship between various PBDs compared to regular meat diet and whole-body BMD, body composition, and weight status.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>A cross-sectional study was conducted with adults (<jats:italic>n</jats:italic> = 240) aged 30–75 years, who habitually followed dietary patterns: vegan, lacto-vegetarian, pesco-vegetarian, semi-vegetarian, or regular meat eater (48 per group). Parameters were measured using dual-energy x-ray absorptiometry (DXA), and multivariable regression analyses were used to adjust for lifestyle confounders, socioeconomic factors, and BMI.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>After adjustments, whole-body BMD and body composition were not significantly different between those following PBDs and regular meat diets, except for lacto-ovo vegetarians, who had significantly lower lean mass by −1.46 kg (CI: −2.78, −0.13). Moreover, lacto-ovo vegetarians had a significantly lower T-score by −0.41 SD (CI: −0.81, −0.01) compared to regular meat eaters. Waist circumference was significantly lower in individuals adhering to a PBD compared to a regular meat diet: vegans by −4.67 cm (CI: −8.10, −1.24), lacto-ovo vegetarians by −3.92 cm (CI: −6.60, −1.23), pesco-vegetarians by −3.24 cm (CI: −6.09, −0.39), and semi-vegetarians by −5.18 cm (CI: −7.79, −2.57). There were no significant differences in lean mass (%), fat mass (% and total), android/gynoid measures, body weight, or BMI across dietary patterns. All dietary patterns met the recommended dietary intake for calcium and protein, and 25-hydroxy-vitamin D status was comparable across groups.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>This cross-sectional study found that adhering to a PBD characterized by varying degrees of dairy and meat restriction is not associated with meaningful changes in BMD or body composition, provided that the dietary patterns are planned appropriately with adequate levels of calcium and protein.</jats:p></jats:sec>","Body Composition, Cross-Sectional Study, Diet, Nutrition, Regression Analysis"
austin2024cardi,Cardiovascular Disease Risk in Individuals Following Plant-Based Dietary Patterns Compared to Regular Meat-Eaters,"<jats:p>The adoption of dietary patterns emphasising higher intakes of plant foods and lower intakes of animal foods (plant-based diets, PBDs), continue to rise worldwide. PBDs have been associated with a lower risk of cardiovascular morbidity and mortality as well as major risk factors such as overweight/obesity and type 2 diabetes. Evidence regarding the dietary profile and disease risk associated with various PBDs in comparison to traditional meat-eating diets are scarce within the Australian population. The aim of this study is to investigate the 5-year and 10-year risk of developing cardiovascular disease (CVD) among Australians habitually following various PBDs compared to a regular meat diet (RMD). The Plant-based Diet (PBD) Study is a cross-sectional study consisting of healthy adults between aged 30-75 years from the Hunter Region (NSW) between 2021-2023. A validated FFQ was used to assess eligibility and categorise individuals who were habitually consuming one of five dietary patterns for at least 6 months into the following groups: vegan (nil animal products), lacto-vegetarian (LOV, including eggs and dairy), pesco-vegetarian (PV, including seafood with/without dairy and eggs), semi-vegetarian (SV, minimal consumption of animal products) or RMDs (including animal meat daily or multiple times/day)<jats:sup>(1)</jats:sup>. 5-year and 10-year CVD risk was quantified using the Framingham Risk Equation<jats:sup>(2)</jats:sup> and the Australian Absolute CVD risk calculator, respectively. CVD risk and other quantitative measures was compared using One-way ANOVA or Kruskal Wallis, and Chi-square or Fisher’s Exact for qualitative data. Directed acyclic graphs displayed confounding variables and mediators and a regression model was used to adjust for these. A total of 240 participants (median age 55(16), 77.5% female) with 48 participants in each group showed a significant difference in predicted 5-year risk of CVD (<jats:italic>P</jats:italic>&lt;0.05), however 10-year risk did not significantly differ across groups. 5-year CVD risk was significantly lower in the vegan group (1%) compared to the RMD, SV, PV, and LOV diet groups (all 2%). In comparison to a vegan diet, crude association showed those consuming a RMD had a 2.4% (95% CI 0.7, 4.1) higher 5-year risk of developing CVD, followed by 1.7% in LOV (95% CI 0.6, 2.9), 1.8% in PV (95% CI 0.5, 3), and 1.1% in SV (95% CI 0.2, 2.1). Significance was lost after adjusting for confounders such as age, gender, smoking status, alcohol intake, physical activity levels and BMI. This is the first study to purposefully sample Australians habitually following PBD, presenting novel population-based evidence for CVD risk. These findings suggest more restrictive PBDs such as vegan diets when compared to RMD may lead to lower CVD risk, however population-based longitudinal studies primary investigating the development of CVDs in the context of PBDs are warranted.</jats:p>","Cardiovascular Disease, Chronic Kidney Disease, Cross-Sectional Study, Longitudinal Study, Plant-Based Diet"
austin2025dieta,Dietary intakes and nutritional adequacy of Australians consuming plant-based diets compared to a regular meat-eating diet,"<jats:title>Abstract</jats:title>
<jats:sec>
<jats:title>Background/Objectives</jats:title>
<jats:p>Despite the healthful nature of plant-based diets (PBDs) there is potential for nutritional inadequacies. This study aimed to compare dietary intakes and nutritional adequacy in Australians following PBDs compared a regular meat-eating diet.</jats:p>
</jats:sec>
<jats:sec>
<jats:title>Subjects/methods</jats:title>
<jats:p>A cross-sectional study of adults (<jats:italic>n</jats:italic> = 240) aged 30–75 yrs, habitually following dietary patterns for ≥6 months; vegan, lacto-vegetarian, pesco-vegetarian, semi-vegetarian or regular meat-eater (<jats:italic>n</jats:italic> = 48 per group). Dietary intakes were assessed using validated food frequency questionnaires and dietitian-administered diet histories. Multivariable regression adjusted for sex, age, BMI, race, energy intake and physical activity.</jats:p>
</jats:sec>
<jats:sec>
<jats:title>Results</jats:title>
<jats:p>Compared to regular meat-eaters, vegans and lacto-ovo vegetarians had significantly lower intakes of protein (4-5 EN%), saturated fat (2-4 EN%), trans fat, cholesterol, vitamin B<jats:sub>12</jats:sub>, iodine, riboflavin, niacin, sodium, and long-chain omega-3 polyunsaturated fatty acids (LCn-3PUFA), and higher carbohydrate (5-7 EN%), fibre, vitamin E, folate, magnesium, iron, and n-6PUFA, whereas, pesco-vegetarians and semi-vegetarians had intermediate intakes. Individuals following PBDs consumed significantly more daily serves of vegetables (1–1.5 serves), fruit (1 serve, vegan only), legumes/nuts (0.5–1 serves), and less discretionary choices (0.5–1 serves) compared to regular meat-eaters. All dietary patterns were adequate in protein, exceeded in fat, inadequate in carbohydrate and met recommended serves of fruit and vegetables, but not grains. Inadequate serves were observed for meat/poultry/eggs/beans/nuts among PBDs except pesco-vegetarians, and dairy among semi-vegetarians and regular meat-eaters. Vegans and lacto-vegetarians were inadequate in vitamin B12, LCn-3PUFA, iodine, and in addition calcium among vegans, iodine in pesco-vegetarians, and LCn-3PUFA in semi-vegetarians and regular meat-eaters.</jats:p>
</jats:sec>
<jats:sec>
<jats:title>Conclusion</jats:title>
<jats:p>PBDs, while higher in beneficial nutrients and wholefood groups than regular meat-eaters, may lead to nutritional inadequacies if not planned appropriately.</jats:p>
</jats:sec>","Cross-Sectional Study, Dietary Intake, Nutrient Adequacy, Nutrition, Vegetarian Diet"
bagade2022theh,The human right to safely give birth: data from 193 countries show that gender equality does affect maternal mortality,"<jats:title>Abstract</jats:title>
<jats:p><jats:bold>Background </jats:bold>While a reduction in the global maternal mortality ratio (MMR) has slowed, newer strategies are needed to achieve an ongoing and sustainable reduction of the MMR. Previous studies have investigated the association between health system-related factors such as wealth inequalities, healthcare access and use on maternal mortality. However, a women’s rights-based approach to address MMR has not been studied, excluding the health system-related factors. This study aimed to analyse the association between gender equality and MMR globally.<jats:bold>Methods </jats:bold>Using structural equation modelling (SEM), secondary and open access data from the United Nations and other international agencies from 193 countries were analysed using structural equation modelling (SEM). Gender-sensitive variables that represented the theoretical, conceptual framework of the study were selected. The association between latent variable gender equality and the outcome, MMR, was examined in the SEM. A second SEM model (n=158) was designed to include two variables related to gender-based violence.<jats:bold>Findings </jats:bold>Out of 521 gender-sensitive variables, we used 11 variables to estimate two models in SEM (Goodness of Fit Index=0‧929 for Model 1 and 0‧939 for Model 2). The latent variable, gender equality, was negatively associated with MMR (p&lt;0‧001, Z=–6‧96, 95% CI: –6508.98 to –3141.89 for Model 1 and p&lt;0‧001, Z=–7‧23, 95% CI: –6045.356 to –3467.515 for Model 2).<jats:bold>Interpretation </jats:bold>Gender equality was significantly associated with maternal mortality. Investing in higher education for women, improving their paid employment opportunities, increasing participation in leadership roles and politics, reducing intimate partner violence (IPV) and ending child marriage can significantly reduce maternal mortality.</jats:p>","Gender Equality, Maternal Mortality, Structural Equation Modelling"
bailey2017effec,Effects of assault type on cognitive behaviour therapy for coexisting depression and alcohol misuse,"<jats:p>Although assault exposure is common in mental health and substance misusing populations, screening for assaults in treatment settings is frequently overlooked. This secondary analysis explored the effects of past sexual (SA) and physical (PA) assault on depression, alcohol misuse, global functioning and attrition in the Depression and Alcohol Integrated and Single focussed Intervention (DAISI) project, whose participants (N = 278) received cognitive behaviour therapy (CBT) for their depression and/or alcohol misuse. Of the 278 DAISI participants, 220 consented to screening for past assault (either by a stranger or non-stranger) at baseline. Depression, alcohol, and global functioning assessments were administered at baseline and 3, 12, 24, and 36 months post baseline. A between-group analysis was used to assess differences between SA and No SA, and PA and No PA groupings, on adjusted mean treatment outcomes across all assessment periods. SA and PA participants had similar mean symptom reductions compared to No SA and No PA participants except for lower depression and global functioning change scores at the 12-month follow-up. People with coexisting depression and alcohol misuse reporting SA or PA can respond well to CBT for depression and alcohol misuse. However, follow-up is recommended in order to monitor fluctuations in outcomes.</jats:p>","Assault Exposure, Intervention Study, Mental Health, Regression Analysis, Substance Use"
baleato2022plant,Plant-Based Dietary Patterns versus Meat Consumption and Prevalence of Impaired Glucose Intolerance and Diabetes Mellitus: A Cross-Sectional Study in Australian Women,"<jats:p>This study aimed to compare the prevalence of impaired glucose tolerance (IGT) and diabetes mellitus (DM) among Australian women following plant-based diets (PBD) compared to regular meat eaters. A cross sectional analysis of the mid-aged cohort (1946–1951) of the Australian Longitudinal Study on Women’s Health was conducted on completers of Survey 7 in 2013 with complete FFQ data available (n = 9102). Dietary patterns were categorized as PBD (vegan, lacto-ovo vegetarian, pesco-vegetarian, semi-vegetarian) and regular meat eaters. Meat eaters were further categorized into high and low consumption and outcomes included self-reported prevalence of IGT and DM. Participants were identified as regular meat eaters (n = 8937) and PBD (n = 175). Prevalence of IGT was lower in PBD (0–1.2%) compared to regular meat eaters (9.1%). Consolidation of PBD to a single group (vegetarians) indicated a lower prevalence of DM in vegetarians compared to regular meat eaters (3.9% vs. 9.1%). Women consuming meat daily/multiple times per day had significantly higher odds of IGT (OR 1.5, 95%CI 1.1 to 2.1, p = 0.02). Individuals consuming processed meat daily/multiple times per day had significantly higher odds of DM compared to those consuming less than daily (Odds ratio (OR) 1.7, 95% confidence interval (CI) 1.3 to 2.3, p &lt; 0.0001). After adjustment for covariates, statistical significance was lost largely due to the addition of BMI to the model. Prevalence of IGT and DM were lower in women following PBD and higher in high consumers of meat and processed meat. The relationship between meat consumption and IGT/diabetes status appears to be mediated, at least in part, by an increase in body mass index (BMI). Future studies are warranted to investigate the mechanisms and other lifestyle factors underpinning the association between high meat consumption and increased risk of IGT and DM.</jats:p>","Chronic Kidney Disease, Cross-Sectional Study, Longitudinal Study, Obesity, Surveys"
barzeev2017thei,The Indigenous Counselling and Nicotine (ICAN) QUIT in pregnancy pilot study protocol: A feasibility step-wedge cluster randomised trial to improve health providers{'} management of smoking during pregnancy,"<jats:sec><jats:title>Introduction</jats:title><jats:p>Indigenous women have the highest smoking prevalence during pregnancy (47%) in Australia. Health professionals report lack of knowledge, skills and confidence to effectively manage smoking among pregnant women in general. We developed a behaviour change intervention aimed to improve health professionals’ management of smoking in Indigenous pregnant women—the Indigenous Counselling And Nicotine (ICAN) QUIT in Pregnancy. This intervention includes webinar training for health professionals, an educational resources package for health professionals and pregnant women, free oral nicotine replacement therapy (NRT) for pregnant women, and audit and feedback on health professionals' performance.</jats:p><jats:p>The aim of this study is to test the feasibility and acceptability of the ICAN QUIT in Pregnancy intervention to improve health professionals' provision of evidence-based culturally responsive smoking cessation care to Australian Indigenous pregnant smokers.</jats:p></jats:sec><jats:sec><jats:title>Methods and analysis</jats:title><jats:p>This protocol describes the design of a step-wedge cluster randomised pilot study. Six Aboriginal Medical Services (AMSs) are randomised into three clusters. Clusters receive the intervention staggered by 1 month. Health professionals report on their knowledge and skills pretraining and post-training and at the end of the study. Pregnant women are recruited and followed up for 3 months. The primary outcome is the recruitment rate of pregnant women. Secondary outcomes include feasibility of recruitment and follow-up of participating women, and webinar training of health professionals, measured using a designated log; and measures of effectiveness outcomes, including quit rates and NRT prescription rates.</jats:p></jats:sec><jats:sec><jats:title>Ethics and dissemination</jats:title><jats:p>In accordance with the Aboriginal Health and Medical Research Council guidelines, this study has been developed in collaboration with a Stakeholder and Consumer Aboriginal Advisory Panel (SCAAP). The SCAAP provides cultural consultation, advice and direction to ensure that implementation is acceptable and respectful to the Aboriginal communities involved. Results will be disseminated to AMSs, Aboriginal communities and national Aboriginal bodies.</jats:p></jats:sec><jats:sec><jats:title>Registration details</jats:title><jats:p>This protocol (version 4, 14 October 2016) is registered with the Australian and New Zealand Clinical Trials Registry (Ref #: ACTRN 12616001603404).</jats:p></jats:sec>","Indigenous Health, Randomised Controlled Trial, Smoking Cessation"
barzeev2018clini,Clinician factors associated with prescribing nicotine replacement therapy in pregnancy: A cross-sectional survey of Australian obstetricians and general practitioners,"<jats:p>The use of nicotine replacement therapy in pregnancy has been debated but evidence suggests that it is safer than smoking. A cross‐sectional survey was conducted with: (i) general practitioners and obstetricians from a college database; and (ii) general practitioners with a special interest in Indigenous health. General practitioners had higher odds of prescribing compared to obstetricians. Reading guidelines, confidence, viewing nicotine replacement therapy as safe, effective and with good adherence, also significantly increased the odds of prescription. Clear guidance regarding safety and efficacy, with practical clinical protocols, are required in order to reduce variation in prescribing rates across these clinicians.</jats:p>","Indigenous Health, Smokers, Smoking Cessation, Surveys"
barzeev2019impro,Improving smoking cessation care in pregnancy at Aboriginal Medical Services: ICAN QUIT in Pregnancy{'} step-wedge cluster randomised study,"<jats:sec><jats:title>Objectives</jats:title><jats:p>This study aimed to examine the impact of the ‘ICAN QUIT in Pregnancy’ intervention on individual health providers (HPs) smoking cessation care (SCC) knowledge, attitudes and practices in general, and specifically regarding nicotine replacement therapy (NRT) prescription.</jats:p></jats:sec><jats:sec><jats:title>Design</jats:title><jats:p>Step-wedge clustered randomised controlled study. HPs answered a preintervention and 1–6 months postintervention survey.</jats:p></jats:sec><jats:sec><jats:title>Setting</jats:title><jats:p>Six Aboriginal Medical Services (AMSs) in three states of Australia.</jats:p></jats:sec><jats:sec><jats:title>Participants</jats:title><jats:p>All HPs were invited to participate. Of 93 eligible, 50 consented (54%), 45 completed the presurvey (90%) and 20 the post (40%).</jats:p></jats:sec><jats:sec><jats:title>Intervention</jats:title><jats:p>Included three 1-hour webinar sessions, educational resource package and free oral NRT.</jats:p></jats:sec><jats:sec><jats:title>Outcomes</jats:title><jats:p>HPs knowledge was measured using two composite scores—one from all 24 true/false statements, and one from 12 NRT-specific statements. Self-assessment of 22 attitudes to providing SCC were measured using a five-point Likert scale (Strongly disagree to Strongly agree). Two composite mean scores were calculated—one for 15 general SCC attitudes, and one for 7 NRT-specific attitudes. Self-reported provision of SCC components was measured on a five-point Likert scale (Never to Always). Feasibility outcomes, and data collected on the service and patient level are reported elsewhere.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>Mean knowledge composite scores improved from pre to post (78% vs 84% correct, difference 5.95, 95% CI 1.57 to 10.32). Mean NRT-specific knowledge composite score also improved (68% vs 79% correct, difference 9.9, 95% CI 3.66 to 16.14). Mean attitude composite score improved (3.65 (SD 0.4) to 3.87 (SD 0.4), difference 0.23, 95% CI 0.05 to 0.41). Mean NRT-specific attitudes composite score also improved (3.37 (SD 0.6) to 3.64 (SD 0.7), difference 0.36, 95% CI 0.13 to 0.6). Self-reported practices were unchanged, including prescribing NRT.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>A multicomponent culturally sensitive intervention in AMSs was feasible, and might improve HPs provision of SCC to pregnant Aboriginal women. Changes in NRT prescription rates may require additional intensive measures.</jats:p></jats:sec><jats:sec><jats:title>Trial registration number</jats:title><jats:p>ACTRN 12616001603404; Results.</jats:p></jats:sec>","Indigenous Australians, Intervention Study, Randomised Controlled Trial, Smoking Cessation, Surveys"
